url,googleSearchVolume,totalSearchVolume,session
kenzo/shoes/sneakers,10,20,8
primark/kids-clothing,10,10,2
love-cat/pets-supplies,0,50,2
osram/lighting,10,190,80
sym/motorcycles,480,480,412
rhythm/hobbies,0,10,0
kobwa/action-sports/bicycles,0,0,2
kodak/pixpro,10,190,0
megalive/food-supplements,0,0,74
livinox/appliances/stoves/gas,10,10,32
sahajidah-hai-o/housekeeping/floor-care,0,0,0
kose/skin-care/face,0,0,4
vakind/kitchen-dining/tableware/barware,0,0,0
top-1/car-accessories/lubricants,0,0,82
vans/bags/sling,480,530,35
sahajidah-hai-o/housekeeping/garment-care/washing/detergents,0,0,1
liquitex/stationery,0,0,1
missoni/clothing/women/dresses/party,0,0,0
didi-friends/toys,10,10,34
barbie/toys/dolls/houses,1000,1000,35
momo/bags/women,0,0,30
seagate/expansion,140,140,5
liu-jo/shoes/women,0,0,1
fiorucci/clothing/women/pants,0,0,0
elle/bags/handbags,480,520,65
naelofar-hijab/baju-raya/hijabs,0,0,2
tag-heuer/monaco,720,730,315
seers/kitchen-dining,0,0,2
marcelo-burlon/clothing/men/shirts,0,0,0
isabel-marant-etoile/clothing/women/formal-wear,0,0,1
nike/bags/women/sling,10,20,4
braun/medical-supplies/thermometers,0,0,189
shieldtox/groceries,0,0,0
michael-kors/perfume/eau-de-parfum,10,10,3
isabel-marant-etoile/clothing/women/jackets/denim,0,0,0
kate-spade-new-york/bags/wallets,10,20,67
songket-republik/fashion/clothing/traditional/sampin,0,0,23
moocoo/clothing/tops,0,0,0
isabel-marant-etoile/clothing/dresses,0,0,1
the-ordinary/skin-care/eyes,0,0,19
guess/watches/women,720,720,288
simply-natural/groceries,0,0,3
muji/skin-care/face,0,0,9
isabel-marant-etoile/clothing/women/sweaters,0,0,1
xiaomi/camera-photo/drones,10,40,230
stabilo/stationery/writing-utensils/highlighters,720,720,2
oscar-de-la-renta/clothing/women/skirts,0,0,0
joie/clothing/women/dresses/mini-dresses,0,0,0
adidas/alphabounce/shoes/sandals,10,10,24
u-baby/baby-gear/strollers,0,0,21
star-trek/hobbies/movies,480,480,1
jerhigh/pets-supplies/dogs/food,10,10,0
vitamix/appliances/blenders,390,400,53
tefal/appliances/fryers,70,1480,236
raymin/car-accessories/lubricants,0,0,1
joie/clothing/dresses/mini-dresses,0,0,0
rinnai/appliances/ovens,140,190,26
anya-hindmarch/bags,170,270,22
too-faced/born-this-way,30,1370,0
roland/hobbies/musical-instruments/keyboards/midi-controllers,10,10,1
nisi/phones-tablets/accessories,0,0,0
asics/shoes/sport-shoes/badminton-shoes,1600,1600,9
ronella/appliances/air-purifiers,0,0,1
maribeli-butik/clothing/women/dresses,0,0,0
oreo/groceries/food-cupboard/biscuits,590,590,77
smiggle/bags/schools,390,390,74
birkenstock/boston,140,150,17
yonex/shoes,1300,2320,339
salvatore-ferragamo/jewellery/men/cufflinks,0,0,1
baby-organix/housekeeping,0,0,0
nibosi/watches/chronograph,0,0,30
canon/camera-photo/memory-cards,40,40,11
avon/clothing/underwear,20,1070,203
tupper-cabinet/home-office/storage-cabinets,0,0,4
sanuk/shoes,30,60,14
under-armour/clothing/t-shirts,720,720,3
clothing/men/sportswear/golf-attire/pants,10,10,6
eincar/in-car-entertainment,0,0,201
unic/stationery,0,0,0
seoul-homme/clothing/men/cardigans,0,0,0
sandro/clothing/women/tops/blouse,0,0,0
salvatore-ferragamo/shoes/flats,50,60,36
habib/jewellery/pendants,0,0,24
coway/appliances,10,6000,25
michael-kors/bags/backpacks,720,720,157
vans/sk8-mid/shoes,0,0,2
balenciaga/bags/wallets,390,500,28
hiruscar/skin-care/face/serums,0,0,1
mac/makeup/eyes/eyeshadows,0,0,19
dsquared2/perfume,20,20,11
balenciaga/bags/waist,320,320,92
weichen/bags/purses,0,0,0
crocodile/bags,140,480,116
bio-essence/skin-care/face/day-creams,0,0,0
dior/makeup/face/blushers,0,0,26
makeup/men/face/bb-creams,110,110,69
fossil/bags/handbags/tote,170,170,30
zalora/bags/handbags,390,390,2
raf-simons/clothing/formal-wear,0,0,1
panasonic/lighting,0,110,43
goyard/bags,2400,3450,22
panasonic/appliances/ovens,1600,1840,237
raf-simons/clothing/men/coats,0,0,0
akemi/bathroom,0,0,2
avance/makeup,0,0,0
leica/adventure/hiking/binoculars,20,20,21
aldo/shoes/women/platforms,0,0,2
ellesse/watches,720,720,96
neutrogena/makeup,20,120,1
xixi/makeup,30,30,50
thom-browne/clothing/men/jackets/bombers,0,0,0
h-m/bags,260,390,113
aldo/women,10,10,3
rene-caovilla/shoes/women/sandals,0,0,0
yonex/clothing/sportswear/jersey,70,70,31
prada/clothing/men/polo-shirts,10,10,12
adidas/alphabounce/shoes/sneakers,20,20,10
anakku/baby-clothing/body-suits,0,0,0
dita/watches,30,30,140
seafolly/clothing/swimwear/swimsuits,10,10,0
cosway/housekeeping,0,0,45
shoes/men,2900,11830,147
aukey/audio-hi-fi/mobile-speakers/bluetooth,0,0,0
gucci/clothing/underwear/socks,170,170,33
y-3/clothing/men/t-shirts,0,0,0
4u2-cosmetics/makeup/lips,0,0,13
bags/men/waist,320,320,140
baseus/audio-hi-fi/mobile-speakers/bluetooth,0,0,2
lexmark/computing/printers,140,160,60
brave-soul/clothing/t-shirts,10,10,0
mentholatum/makeup/lips/lipbalm,0,0,11
adidas/spezial/shoes,50,60,38
dr-morita/skin-care,0,70,28
leagoo/phones-tablets/smartphones,50,880,183
bata/shoes/women,210,380,7
mizuno/shoes/sports/volleyball,590,590,139
telife/groceries,0,10,0
prada/shoes/men,480,630,37
camel/shoes/sandals,50,50,44
daiwa/adventure/fishing/rods,90,90,206
bata/shoes/women/pumps,0,0,1
teva/shoes/sandals,1900,1900,95
nudie-jeans-co/clothing/t-shirts,0,0,0
chanel/j12,210,300,60
enertri/food-supplements,0,0,11
benq/computing/accessories/laptop-batteries,10,10,1
maison-margiela/clothing/women/t-shirts,0,0,0
evpad/tv-video-dvd/streaming-media-players,0,0,48
fendi/clothing/men/jeans,0,0,34
bsw/appliances,0,0,1
yves-saint-laurent/bags/handbags,30,70,109
sylphlike-loli/clothing/women/t-shirts,0,0,0
gildan/clothing/t-shirts,390,400,23
yoobao/phones-tablets/power-banks,880,970,67
caterpillar/shoes/boots,260,270,5
garnier/skin-care/face/moisturizers,10,10,32
marni/clothing/men/t-shirts,0,0,0
meizu/phones-tablets/accessories/cases-covers,0,0,9
houm/appliances/fans,10,40,50
cellapy/skin-care,0,0,4
john-varvatos/clothing/men/t-shirts,0,0,0
new-era/bags,90,160,44
gucci/kids-clothing/sweaters,10,10,4
certina/ds-podium/watches/analogue,0,0,0
hotping/clothing/women/t-shirts,0,0,0
reemoor/shoes,10,10,58
optimum-nutrition/food-supplements/protein-powders,10,10,59
hikvision/security/security-cameras/bullet,0,0,35
christophe-robin/women,0,0,0
romwe/clothing/women/t-shirts,0,0,0
roland/hobbies/musical-instruments/drums/electronic,140,140,60
snow/kitchen-dining,0,0,18
lucky-star/stationery/paper-products/colour,0,0,38
chrome-hearts/clothing/sunglasses,20,20,2
asics/shoes/sneakers,210,210,58
heron-preston/clothing/men/t-shirts,0,0,0
under-armour/clothing/hats/caps,590,590,10
miss-rudolf/makeup,0,0,54
so-co/watches,90,90,74
bench/clothing,10,20,46
isabel-marant/clothing/men/t-shirts,0,0,1
esprit/bags/sling,70,90,43
omega/constellation/watches,20,20,7
bigtree/shoes/high-heels,10,10,67
opening-ceremony/clothing/women/t-shirts,0,0,0
ray-ban/clubmaster/clothing/sunglasses,20,20,30
computing/women/printers/laser,0,0,0
pepe-jeans/clothing/men/t-shirts,10,10,1
revlon/hair-care/styling,10,400,100
sk-zic/car-accessories/lubricants,0,0,43
sony/handycam,320,330,40
butterfly/appliances/stoves/gas,390,420,198
coringco/makeup/lips,0,0,2
mazda/cars/mpvs,880,880,64
comme-des-garcons/clothing/t-shirts,10,10,3
sony/audio-hi-fi/amplifiers,10,70,130
visvim/shoes,70,90,9
nature-republic/skin-care/face/masks,70,70,99
cozuma/makeup/lips/lipsticks/matte,0,0,1
hype/clothing/t-shirts,170,170,0
supplements/women/vitamins,10,400,95
typo/stationery,210,350,131
dabuwawa/clothing/women/tops/blouse,0,0,0
byredo/perfume,260,270,55
michael-kors/clothing/men/t-shirts,10,10,1
donlim/appliances/coffee-machines,40,90,38
tissot/watches/straps,50,60,63
alain-delon/watches/men,0,0,45
budweiser/groceries/alcohol/beers,480,480,208
dell/latitude/computing/laptops/gaming,0,0,5
ksubi/clothing/t-shirts,10,10,0
ferrero-rocher/groceries/food-cupboard/chocolate,320,320,52
tonymoly/skin-care/hand/creams,70,70,25
alexus-christy/watches,30,30,25
longbo/watches,390,390,158
disney/kitchen-dining/storage/lunch-boxes,10,10,0
luna/clothing/women/t-shirts,0,0,0
jo-malone/skin-care/hand/lotions,20,20,29
toshiba/tv-video-dvd/uhd,10,10,59
asics/shoes/men/sports,10,140,6
digi/phones-tablets/prepaid-top-up-cards,0,0,73
sonicgear/audio-hi-fi/soundbars,0,0,116
quiksilver/clothing/men/t-shirts,10,10,0
juki/housekeeping/garment-care/sewing/machines,480,480,51
chloe/bags/handbags,210,220,13
java/action-sports/bicycles,260,260,237
fipper/women,0,0,1
sata/outdoor-garden/power-tools/high-pressure-washers,0,0,0
concord/watches,40,40,49
cr2/shoes,90,90,35
folli-follie/jewellery,10,10,5
bioscience/supplements,30,30,82
seafolly/clothing/swimwear,10,30,0
loake/shoes,170,180,32
cube/action-sports/bicycles,70,70,24
fujitsu/home-improvement,0,0,2
eglips/makeup/lips/lipsticks,0,0,0
midea/appliances/cooktops,10,10,44
elba/appliances/fans,110,310,24
fossil/clothing/sunglasses,70,70,62
dior/clothing/sunglasses,720,740,164
gatsby/skin-care/face/masks,0,0,1
balmain/clothing/men/t-shirts,10,10,1
nike/clothing/underwear/socks,480,480,32
glow-skin-white/skin-care/face/cleansers,0,0,3
sony/walkman,1300,1750,77
life8/clothing/men/t-shirts,0,0,0
playboy/bags/men,0,10,35
irvins-salted-egg/groceries/food-cupboard/crisps,0,0,14
canon/computing/printers/photo,320,460,79
mistine/bath-body,0,0,0
elba/appliances/fryers/air,390,390,188
heinz/groceries/food-cupboard/crackers,0,0,1
puma/clothing/women/t-shirts,20,20,0
lacoste/clothing/belts,110,110,45
himalaya-herbal/skin-care/face,0,0,2
tom-ford/clothing/men/t-shirts,0,0,0
nike/gym/equipments/yoga-mats,110,110,39
hoco/bags,0,0,1
dhc/makeup/lips/creams,590,590,67
coca-cola/clothing/men/t-shirts,0,0,0
polo/bags/backpacks,110,110,33
naelofar-hijab/clothing,0,0,28
seiko/watches/sports,70,70,211
ice/jewellery,20,30,1
toshiba/appliances/microwaves,50,50,101
unix/makeup/accessories,0,0,0
suunto/phones-tablets/smartwatches/fitness-wristbands,0,20,21
morgan/appliances/mixers/stand,70,70,41
unix/makeup/accessories/brushes,0,0,0
tom-ford/makeup/face,0,100,18
tods/bags/wallets,50,50,44
nautica/clothing/t-shirts,20,20,21
kanebo/makeup/eyes/eyeliners,0,0,9
british-polo/bags/women/handbags,0,0,0
hackett/clothing/polo-shirts,90,90,78
maylee/toys,0,0,0
chris-adams/perfume,110,110,59
adidas/swift-run/shoes/sports/running,10,10,14
stella-mccartney/perfume,70,70,11
kguss/audio-hi-fi,0,0,6
swiss-line/skin-care/face/moisturizers,0,0,0
elba/appliances/toasters,0,0,14
billionaire/shoes/men,0,0,12
wawa-cosmetics/skin-care/face/serums,0,0,16
kodak/camera-photo/accessories/films,0,440,134
kids-clothing/men/jackets,0,0,0
durex/medical-supplies/personal-pleasure/condoms,3600,3600,39
ann-taylor/clothing/t-shirts,0,0,0
himalaya/hair-care/shampoos,40,40,60
aqua/skin-care,10,10,9
levis/clothing/t-shirts,590,590,90
ann-taylor/clothing/women/t-shirts,0,0,0
national-geographic/bags,210,340,59
marc-jacobs/bags/women/sling,0,0,0
yamaha/hobbies/musical-instruments/keyboards/digital-pianos,210,210,86
desigual/clothing/women/t-shirts,0,0,0
premier/kitchen-dining/cookware,30,30,57
daytech/watches,0,0,8
nike/air-huarache,720,760,110
marvel/toys/action-figures/mini,10,10,0
gianfranco-ferre/clothing,10,10,0
fossil/watches/couple,590,590,39
elle/bags/handbags/tote,40,40,17
dsquared2/clothing/men/t-shirts,0,0,1
hyundai/elantra,5400,5400,34
balea/skin-care/face/serums,0,0,56
elle/clothing/women/scarves,0,0,18
samsung/phones-tablets/accessories/stylus-pens,30,30,111
sacai/clothing/women,0,0,0
minute-maid/groceries/drinks/juices,30,30,6
daiwa/adventure/fishing/lines,10,10,34
guess/watches/chronograph,0,0,14
mulberry/clothing/women,0,0,0
polo/bags/wallets,320,320,51
yika/lighting/speciality-lights,0,0,0
quiksilver/bags,90,330,35
hoco/audio-hi-fi/mobile-speakers/bluetooth,0,0,22
innisfree/skin-care/hand/creams,320,320,60
toyota/computing/hardware/fans-cooling,0,0,37
chiara-ferragni/clothing/underwear,0,0,0
play-doh/toys,260,350,9
jordan/shoes/sandals,90,90,23
midea/appliances/fans,110,460,87
neogence/skin-care/face/serums,0,0,6
vans/shoes/kids-and-baby,0,0,36
gianvito-rossi/women,0,0,0
edifier/audio-hi-fi/headphones/in-ear/wireless,0,0,40
vanessa-hogan/bags,10,10,51
lacoste/shoes/women/sneakers,90,90,2
montblanc/bags/wallets/card-holders,320,320,73
nike/air-max/shoes/sports/training,10,10,6
bonia/shoes,720,900,27
diane-von-furstenberg/shoes/pumps,0,0,0
yonex/racket-sports/badminton/shuttlecock,480,480,47
nike/shoes/men/sneakers/high-cut,0,0,0
apple/imac/computing/accessories/cables/adapters,0,0,0
megalive/supplements/vitamins/multivitamins,0,0,59
lock-lock/kitchen-dining/cookware,20,20,140
nobsound/audio-hi-fi,0,0,15
burberry/brogue/shoes,0,0,0
nasa/clothing,70,330,56
hada-labo/skin-care/face/masks,40,60,32
rav-design/bags,0,30,27
nsb/appliances/fans/table,0,0,2
alviero-martini/clothing/women,0,0,0
nike/roshe-run,590,610,57
hanabishi/appliances/cookers,10,50,48
okaya/makeup/eyes,0,0,2
rosken/skin-care,0,0,0
yamaha/motorcycle-accessories/helmets,10,10,18
paco-rabanne/bags/handbags,20,20,0
max/stationery/novelty/staplers,390,390,112
petit-bateau/kids-clothing/women,0,0,0
gucci/bags/women/backpacks,260,260,32
asadi/shoes,480,620,32
new-balance/274,30,30,90
xiaomi/phones-tablets/power-banks,1900,1950,93
cosmoderm/bath-body/shower,0,0,0
sergio-tacchini/clothing,0,90,24
pedigree/pets-supplies,0,330,1
huawei/watches/analogue,0,0,1
kate-spade-new-york/phones-tablets/accessories/cases-covers,0,0,43
sulwhasoo/makeup,10,90,42
rolex/yacht-master/watches,10,10,227
penhaligons/perfume/men,0,0,6
kawasaki/men,0,0,0
fbk/car-accessories,0,0,33
cosway/car-accessories,0,0,26
chanel/makeup/face,0,1030,154
poly-pac/bags,0,0,1
morgan/appliances/cooker-hoods,50,50,68
memento-collection/jewellery/bracelets/stainless-steel,0,0,0
roland/hobbies/musical-instruments/drums,10,150,65
ecco/bags,20,30,24
electrolux/appliances/ovens,590,730,114
nike/mercurial/shoes,20,120,58
morgan/sierraire/appliances/air-conditioners,0,0,0
welcos/hair-care/treatments,0,0,1
smiggle/kitchen-dining/tableware/drinkware/tumblers,0,0,50
rag-bone/clothing/t-shirts,0,0,0
dolce-gabbana/kids-clothing/women,0,0,1
apple/computing/desktop-pcs,30,640,64
hammer-king/shoes,10,400,22
reebok/shoes/sports/hiking,50,50,9
western-digital/computing/hardware/ssds,90,90,92
innisfree/shaving-supplies/men,0,0,0
goyard/bags/sling,170,190,26
lancome/bath-body/lotions,0,0,15
cerruti-1881/watches/men,50,50,229
rosegal/clothing/men,0,0,4
jil-sander/bags/bucket-bags,0,0,0
hersheys/groceries/food-cupboard/chocolate,1900,1900,74
martin/clothing/t-shirts,10,10,4
haier/tv-video-dvd/uhd,10,10,126
samyang-food/groceries/food-cupboard/noodles-porridge,0,0,1
otter/car-care,0,0,1
decasa/lighting/outdoor-lighting,0,0,73
hp/zbook,720,760,102
matahari/groceries/food-cupboard/cooking-ingredients,0,0,3
naza/car-accessories,0,0,207
solgar/supplements/vitamins,0,10,7
victorinox/watches/men/chronograph,0,0,1
denn/audio-hi-fi/mobile-speakers,0,0,49
oppo/realme,2900,8480,40
toshiba/appliances/laundry-machines,10,3450,133
youtheory/supplements/men/collagen,0,0,0
samsung/a8s,5400,5400,7
elba/appliances/electric-kettles,140,140,81
spritzer/groceries/drinks/bottled-water,10,10,0
louis-vuitton/watches,210,250,147
ubest/kitchen-dining/tableware/drinkware/tumblers,0,0,0
karl-lagerfeld/perfume,210,210,32
munchys/groceries/food-cupboard/biscuits,720,720,45
kingston/computing/hardware/ram,260,260,281
sun/baby-gear,0,0,0
tommy-jeans/clothing/men/sweaters,0,0,0
panasonic/lighting/decorative-ceiling-lights/downlights,70,70,78
scotts/supplements/vitamins,0,30,6
thrunite/home-improvement/flashlights,10,10,0
montblanc/clothing/belts,260,260,46
niceeshop/camera-photo/car,0,0,1
toshiba/appliances/electric-kettles,0,0,36
tissot/watches/men,590,590,77
unique/watches/men,30,30,10
honda/car-accessories/tyres,30,30,100
uniqlo/clothing/underwear,170,190,2
rubine/appliances/cooktops,0,0,112
abbott/hair-care,0,0,1
ty/toys,140,160,43
vietnam/clothing/traditional,210,210,126
usana/food-supplements,20,20,34
intel/computing/desktop-pcs/mini-pcs,70,100,193
victorinox/home-improvement/hand-tools/pocket-knives,0,0,2
sephora/makeup/face/foundations,590,600,29
anna-sui/clothing/women/dresses/mini-dresses,0,0,0
burberry/men,210,210,36
mistral/appliances/fans,480,690,87
vococal/clothing/scarves,0,0,11
tissot/watches/chronograph,260,260,53
midea/home-decor/wall-art/stickers,0,0,0
carlton/bags/travel/luggage,0,0,36
papulex/skin-care/face/cleansers,0,0,195
voigtlander/camera-photo/lenses/dslr,0,0,2
car-care/women,0,0,0
hisense/tv-video-dvd/accessories/remotes,90,90,35
za/clothing/prayer-equipment/telekung,0,0,25
panasonic/appliances/fans/exhaust,320,380,82
wltoys/camera-photo,0,0,0
shiseido/makeup/lips/lipsticks,210,250,42
nars-cosmetics/makeup/women/face/powders,0,0,0
doctors-best/supplements,10,50,31
levis/eyecare/glasses,10,10,93
yealon/shoes/sports/football-futsal,0,0,9
ader-error/clothing/pants/sweatpants,0,0,0
timex/watches/men,20,20,9
mr-diy/bathroom,0,0,32
adidas/bags/duffel,10,10,9
ajiking/adventure/fishing/reels,10,10,139
3ce/makeup/face/concealers,0,0,2
bella/kitchen-dining/tableware/spoons,0,0,0
xma/appliances,0,30,29
tissot/t-sport,40,50,35
adidas/copa/shoes,10,90,14
boboiboy/clothing,0,0,185
acer/travelmate,320,330,21
burberry/clothing/formal-wear/jackets,0,0,0
aukey/phones-tablets/power-banks,480,530,11
balenciaga/shoes/sandals,110,110,11
carote/kitchen-dining/cookware,90,90,81
adidas/adizero,320,360,52
philips/tv-video-dvd,1000,1440,46
fiorucci/clothing/women/tops,0,0,0
bando/car-accessories,0,0,73
hugo-boss/clothing/t-shirts,170,170,135
adidas/original/bags/sling,140,150,1
natura-bisse/skin-care/women,0,0,0
dr-jart/skin-care,0,0,7
aerosoft/computing/software/games,0,0,3
lacoste/kids-clothing/tops,0,0,0
edifier/audio-hi-fi/pc-audio,0,280,15
versace/bags/wallets,320,410,92
akribos-xxiv/watches/men/chronograph,0,0,4
brunello-cucinelli/clothing/men/t-shirts/long-sleeves,0,0,0
salvatore-ferragamo/bags/men/wallets,20,20,26
kitchen/housekeeping/cleaning-supplies/dustbins,70,70,39
fisher-price/toys/electronic/tablets,0,0,9
aldo/shoes/women/wedges,0,0,1
alain-delon/stationery/writing-utensils/pens,70,70,91
brunello-cucinelli/clothing/men/formal-wear,0,0,0
flavettes/supplements,0,0,11
hugo-boss/bags,70,390,82
clothing/women/underwear/panties,170,180,47
brunello-cucinelli/clothing/tops/tank,0,0,0
wwe/toys,90,130,20
haier/appliances/refrigerators/mini-fridges,30,40,23
mitsubishi/appliances/fans/exhaust,140,140,94
alexandre-christie/women,0,0,5
brunello-cucinelli/clothing/shorts,0,0,0
morgan/appliances/vacuum-cleaners,30,50,58
hyundai/matrix/cars/general,0,0,18
nicole/clothing,30,90,45
amway/skin-care/hand/lotions,0,0,0
brunello-cucinelli/shoes/sneakers/low-cut,0,0,0
tenda/computing/network-gear/wifi-routers,70,160,33
aolvo/toys,0,0,1
oofos/shoes,30,30,114
brunello-cucinelli/bags/women/handbags,0,0,0
true-island/skin-care/face/moisturizers,0,0,43
karl-lagerfeld/bags,720,950,90
azanis/skin-care/face/serums,0,0,2
samsung/phones-tablets/power-banks,880,880,75
brunello-cucinelli/shoes/boots,0,0,0
van-heusen/clothing/shirts,40,40,92
victorias-secret/bags/handbags,170,350,83
naviforce/watches/women,10,10,26
sharp/appliances/freezers,320,350,172
bags/women/travel/luggage,0,0,0
etro/clothing/women/sweaters,0,0,0
amd/computing/hardware/graphic-cards,590,590,64
dell/alienware/computing/laptops/gaming,10,100,32
nh/food-supplements,0,0,1
casio/sheen/watches,170,170,138
balmain/clothing/tops/tank,10,10,3
liu-jo/clothing/women/skirts/maxi,0,0,0
doraemon/clothing/t-shirts,50,50,40
nike/hypervenom/shoes/sports/futsal,10,10,7
edifier/audio-hi-fi/speakers,590,590,121
belkin/car-accessories/chargers,20,20,0
dongcheng/home-improvement/tools/drills,0,50,49
liu-jo/bags/handbags/tote,0,0,0
lee-cooper/groceries/food-cupboard/noodles-porridge,0,0,4
panasonic/camera-photo/camcorders,70,240,29
liu-jo/clothing/dresses/midi,0,0,0
li-ning/racquet-sports/badminton,260,430,49
peg-perego/baby-gear/strollers,10,10,12
kenneth-cole/watches,390,410,115
boboiboy/kitchen-dining/tableware/drinkware/tumblers,0,0,5
liu-jo/clothing/women/coats,0,0,0
huawei/computing/accessories/cables/usb,0,0,57
muji/makeup,20,20,46
pretty-ballerinas/shoes/women/flats,0,0,0
repsol/motorcycle-accessories,0,0,171
aston-martin/clothing/polo-shirts,10,10,31
liu-jo/clothing/women/dresses/casual,0,0,0
mary-kay/makeup/face/foundations,2900,2900,9
nautica/bags/wallets,50,50,47
